expense_id,route_id,date,type,amount_eur,description
14195,12553,2023-03-08,Toll,238.19,Huge line represent.
14196,12553,2023-03-08,Maintenance,386.76,Situation price gas air have.
14197,12553,2023-03-09,Maintenance,487.63,Hospital off see pattern.
14198,12553,2023-03-08,Maintenance,286.05,Very arrive national pretty.
14199,14182,2024-12-07,Other,495.14,Top him themselves.
14200,14182,2024-12-11,Other,183.9,Over account support bill under most.
14201,1964,2024-11-17,Toll,232.66,Probably term college explain some.
14202,1964,2024-11-16,Other,452.1,Focus election give responsibility direction religious.
14203,3126,2024-12-16,Maintenance,218.8,Improve rock chance measure free four.
14204,3126,2024-12-17,Toll,370.9,Hand simple gun question type.
14205,3126,2024-12-18,Fine,143.64,Loss usually walk poor.
14206,3126,2024-12-20,Fine,57.95,Care team arrive industry purpose dinner.
14207,11807,2023-01-26,Toll,147.88,Guy maintain seat which.
14208,11807,2023-01-29,Maintenance,237.37,List trial through.
14209,6102,2023-07-09,Fuel,103.77,Manager worry case drop chance.
14210,6102,2023-07-09,Fuel,189.31,Purpose for draw thank.
14211,6102,2023-07-06,Fuel,379.74,Attention energy project discover.
14212,6102,2023-07-09,Maintenance,95.44,Last standard find.
14213,1128,2023-07-11,Other,354.88,When trade civil garden probably around.
14214,1128,2023-07-15,Fine,270.82,Party large senior cup.
14215,11490,2023-08-28,Toll,117.87,Democratic thus group fill help image.
14216,11490,2023-08-25,Fuel,424.93,Brother room point price.
14217,11791,2024-09-19,Other,490.55,Particularly middle now.
14218,11791,2024-09-20,Maintenance,155.35,You black sport yes foot.
14219,6386,2024-10-12,Fuel,133.19,And rich investment data team.
14220,6386,2024-10-09,Fine,457.54,Through reflect even apply memory.
14221,9725,2024-10-15,Fine,55.52,Position executive employee term start hard.
14222,9725,2024-10-16,Maintenance,94.71,Region finally suffer between meeting career.
14223,9725,2024-10-14,Fuel,402.7,Green prove nation put position.
14224,9725,2024-10-15,Toll,367.32,Tend kitchen benefit teach night.
14225,10856,2024-06-27,Fuel,474.86,Security wait teacher attorney.
14226,10856,2024-06-24,Fine,70.77,Article everyone top none.
14227,10856,2024-06-27,Fuel,499.04,Cost too history necessary happen.
14228,10856,2024-06-27,Maintenance,41.6,Movement expect manage.
14229,7489,2024-09-15,Fuel,281.84,Thus account film great thousand early.
14230,7489,2024-09-15,Fine,24.85,Recognize television amount.
14231,7489,2024-09-15,Fine,86.21,Old eye wonder fast.
14232,7489,2024-09-16,Other,402.53,More especially none professor yourself.
14233,6204,2023-10-19,Maintenance,135.71,Early personal scientist especially itself so.
14234,6204,2023-10-19,Other,456.19,Effect avoid visit college my.
14235,6204,2023-10-21,Fuel,133.45,Far at name.
14236,6204,2023-10-20,Other,173.38,Phone identify determine past.
14237,1544,2023-04-03,Fuel,347.69,Trade rate forget share military young.
14238,3264,2024-12-28,Fine,272.56,Trial agreement financial able become.
14239,3264,2024-12-28,Toll,57.76,When fly tend between remember film religious.
14240,3264,2024-12-25,Toll,27.37,Certain possible level.
14241,8763,2024-12-18,Maintenance,139.41,Change sometimes arrive interview whatever teacher.
14242,8763,2024-12-21,Fine,485.15,Try follow pattern develop race.
14243,8763,2024-12-20,Fine,34.62,Tell sit top arrive watch day.
14244,9776,2024-07-25,Other,260.64,Out ready new party.
14245,2269,2024-03-02,Maintenance,20.78,Collection blood artist continue recent money.
14246,3771,2023-03-27,Other,464.68,Arrive while call heavy option strategy.
14247,3771,2023-03-24,Fine,390.91,Real that also foreign member skin.
14248,3771,2023-03-26,Other,398.97,Bag rather either behavior beyond.
14249,7026,2024-09-19,Fine,477.77,Step amount prepare central national.
14250,7026,2024-09-19,Toll,465.92,Difference you energy state believe.
14251,12093,2023-11-04,Other,123.05,Congress can them personal power military.
14252,133,2023-12-01,Fine,430.79,Allow even door.
14253,133,2023-12-02,Other,385.19,Individual imagine travel.
14254,9358,2023-06-04,Other,370.41,Speak head population.
14255,11690,2023-06-29,Maintenance,224.33,Participant section include start.
14256,11690,2023-06-30,Toll,481.84,Decision around appear democratic human.
14257,11690,2023-06-26,Other,386.32,Begin bed according indicate care.
14258,604,2024-08-18,Toll,313.73,Career teach maybe.
14259,604,2024-08-18,Toll,418.5,Their movement team natural position exactly.
14260,604,2024-08-19,Fine,436.07,Continue avoid east scene level whether.
14261,604,2024-08-20,Maintenance,374.38,Later care choose administration financial.
14262,6426,2023-09-06,Maintenance,322.96,Few quite performance front especially report.
14263,6426,2023-09-07,Fine,319.65,Contain least lot analysis.
14264,6426,2023-09-08,Other,229.32,Quickly military beat someone.
14265,844,2023-03-20,Toll,64.46,Success wear girl yeah example.
14266,844,2023-03-22,Fuel,324.59,Term politics sort toward worker.
14267,394,2024-08-23,Maintenance,86.73,Fall weight song expect as recently.
14268,13729,2024-11-28,Fuel,114.26,Father high camera short hot.
14269,13729,2024-11-29,Maintenance,140.03,Responsibility newspaper section.
14270,9850,2023-12-17,Fuel,244.6,Process others win.
14271,9850,2023-12-17,Toll,250.38,Sometimes lose town move lay.
14272,9850,2023-12-15,Other,233.11,Less attorney talk agreement tonight.
14273,12567,2023-11-19,Maintenance,28.54,Story crime growth.
14274,12567,2023-11-19,Maintenance,48.44,Need nothing region with.
14275,12567,2023-11-22,Toll,247.67,Stand raise recognize.
14276,12567,2023-11-22,Fine,48.3,Consumer Mrs night movement.
14277,4990,2023-10-27,Fine,373.05,Price even lay.
14278,3929,2023-03-22,Fine,190.25,Sing cup despite strategy.
14279,3929,2023-03-20,Maintenance,344.65,Understand within project might fast.
14280,3929,2023-03-23,Toll,388.21,Cost order watch.
14281,3929,2023-03-20,Toll,52.43,Especially manage truth.
14282,5512,2023-08-15,Fuel,148.33,Fight course look itself exist crime.
14283,5512,2023-08-14,Toll,265.78,Sell language energy themselves nice.
14284,6928,2024-02-01,Toll,385.4,Green recently admit.
14285,5910,2024-05-17,Maintenance,476.87,Economy dog arrive full.
14286,5910,2024-05-17,Other,128.75,Page sell alone follow free.
14287,13004,2023-09-28,Maintenance,342.24,Suddenly hotel play work child phone floor.
14288,13221,2023-07-15,Maintenance,181.98,Treat whatever thought yard.
14289,13221,2023-07-15,Fuel,230.29,Pull light service.
14290,13221,2023-07-16,Fuel,487.59,Year future culture compare officer pay.
14291,13221,2023-07-17,Fine,146.15,Source day offer without.
14292,14399,2024-02-27,Other,304.75,Should design born.
14293,2278,2024-01-05,Other,480.17,Seven shoulder sort five free.
14294,2278,2024-01-06,Fuel,54.24,Statement garden far.
14295,2278,2024-01-02,Other,225.28,Television subject play model great.
14296,6418,2024-11-28,Fine,124.16,Important professor manage along form.
14297,6418,2024-11-30,Toll,142.23,Professor movement church according rise.
14298,3235,2023-07-12,Fuel,56.64,Talk change short job fill.
14299,3235,2023-07-11,Fuel,336.23,Get admit term boy course.
14300,12254,2024-01-11,Maintenance,338.05,Write call station training single.
14301,12254,2024-01-10,Toll,61.95,Door practice will me.
14302,3499,2023-07-10,Toll,206.18,Large language environment PM leave.
14303,3499,2023-07-06,Fine,147.96,Find boy thing significant somebody sometimes.
14304,3499,2023-07-09,Fuel,298.25,Hope firm radio.
14305,3499,2023-07-09,Fine,97.96,Political site century.
14306,14769,2024-01-25,Toll,425.87,Care college hit.
14307,4614,2023-09-19,Toll,482.59,Across manager research on.
14308,4614,2023-09-16,Maintenance,249.01,Suggest coach board.
14309,4614,2023-09-18,Fuel,250.57,Since nor test try.
14310,12446,2023-12-12,Other,91.09,North ready debate task.
14311,12446,2023-12-10,Toll,44.06,Discover store thing up.
14312,12446,2023-12-12,Toll,249.7,Provide table example relationship.
14313,12446,2023-12-11,Fuel,474.72,Bank every deal if lose.
14314,10009,2023-06-04,Maintenance,225.03,Board around simple yeah small.
14315,10009,2023-06-07,Maintenance,21.13,Sell message describe identify happy star.
14316,10009,2023-06-05,Other,165.42,As either keep side.
14317,10009,2023-06-05,Maintenance,59.07,Task peace capital.
14318,402,2024-06-27,Toll,344.2,Dog couple tend.
14319,402,2024-06-27,Maintenance,134.72,Could subject almost his.
14320,402,2024-06-29,Toll,284.03,Plan explain floor.
14321,402,2024-06-27,Maintenance,102.82,State treat major north particularly laugh.
14322,14959,2024-04-02,Toll,453.79,State outside property recent price.
14323,14959,2024-04-01,Other,56.73,Project behind easy impact.
14324,14959,2024-04-04,Toll,243.92,She until but as.
14325,14959,2024-04-02,Maintenance,327.65,Large ahead vote store.
14326,12401,2023-07-10,Fine,54.07,Include international never.
14327,12401,2023-07-11,Other,112.57,Budget weight budget series catch.
14328,12401,2023-07-12,Other,25.46,Child serve trip summer base.
14329,12401,2023-07-10,Other,453.65,Religious news note.
14330,11813,2024-08-31,Toll,68.55,Cut go staff look religious culture.
14331,10591,2023-01-07,Toll,224.32,Move general single likely.
14332,10591,2023-01-04,Toll,329.65,Several board anyone.
14333,11463,2023-01-29,Other,148.48,Performance later hard.
14334,4681,2024-08-18,Other,188.8,Part alone trade difficult.
14335,4681,2024-08-20,Other,457.92,Seven training shake kind.
14336,5009,2023-07-27,Maintenance,302.26,Discussion let kitchen.
14337,5009,2023-07-26,Other,412.5,Between year best article four win.
14338,12336,2024-03-10,Other,297.94,Night debate different ahead.
14339,3404,2023-11-13,Fine,215.97,Talk reflect question.
14340,3404,2023-11-12,Fuel,296.22,Probably identify check.
14341,3404,2023-11-14,Toll,485.55,So attorney participant vote size.
14342,3404,2023-11-14,Maintenance,444.1,Rich may car beautiful movie.
14343,12148,2023-03-17,Fuel,408.92,Attack remain skin again.
14344,12148,2023-03-16,Maintenance,126.17,Choice investment black finally voice wide.
14345,12148,2023-03-16,Fuel,52.79,Plant institution item ball bar.
14346,12148,2023-03-16,Toll,300.02,Far prepare guess.
14347,3884,2024-09-19,Other,217.96,Usually various deep marriage method.
14348,3884,2024-09-21,Fine,420.53,Act citizen few.
14349,3884,2024-09-20,Maintenance,305.97,Big energy economy hard action list.
14350,3884,2024-09-19,Other,214.09,Particularly add gas beyond get.
14351,6308,2023-10-03,Toll,473.14,Red my there training memory who.
14352,6308,2023-10-04,Maintenance,110.18,Sort ask likely.
14353,6308,2023-09-30,Toll,454.19,When national material wear spring other.
14354,6308,2023-10-03,Fine,103.86,Ready one court.
14355,9424,2023-07-30,Fuel,113.6,Although accept door hundred.
14356,9424,2023-07-30,Maintenance,416.28,Begin building summer great.
14357,9424,2023-07-29,Fine,123.81,Few learn activity political.
14358,9424,2023-07-30,Maintenance,263.98,Response he for.
14359,10022,2024-08-02,Maintenance,485.54,History computer third stand.
14360,10022,2024-07-31,Fuel,222.99,Boy get ask house recent.
14361,14657,2024-04-11,Maintenance,455.49,Develop alone commercial economy join theory.
14362,14657,2024-04-11,Other,414.65,No happen your customer they impact.
14363,1574,2023-01-23,Other,91.17,Away section American.
14364,13958,2023-02-19,Toll,158.36,Choice hear reflect hand wind.
14365,13958,2023-02-21,Fine,80.05,To get order measure.
14366,13958,2023-02-18,Maintenance,313.93,Try story fight because these member start.
14367,9330,2024-10-05,Maintenance,349.12,Image business together shake course.
14368,2424,2024-05-24,Fuel,458.89,Project stand method apply sit out.
14369,2424,2024-05-21,Fuel,291.52,Everything unit like discover close can.
14370,2424,2024-05-23,Fine,484.47,World hour mention market manage.
14371,8760,2023-08-15,Fuel,235.62,Most notice consumer according.
14372,8760,2023-08-14,Fine,238.33,Thank commercial article who wish.
14373,5265,2023-12-20,Maintenance,65.71,Friend edge wall enough call bank.
14374,5265,2023-12-20,Maintenance,181.91,State two send difficult would.
14375,7232,2024-06-02,Fine,361.47,Enter push admit.
14376,7232,2024-06-03,Fine,466.98,Decision resource cut soldier.
14377,7232,2024-06-03,Other,121.09,Season show bring evening service.
14378,7232,2024-06-04,Fine,202.4,Somebody certainly push.
14379,3549,2024-08-06,Fine,37.23,Member this sure.
14380,3549,2024-08-06,Toll,419.57,Compare war community detail spring whom.
14381,3549,2024-08-09,Other,492.86,Edge important party first.
14382,9000,2023-08-30,Fine,108.92,Recent western would quickly its energy.
14383,9000,2023-08-27,Other,101.67,Green than law question fear.
14384,8912,2023-01-17,Toll,199.12,Deep attention goal difference.
14385,8912,2023-01-20,Fine,400.35,Yeah out enough in scientist.
14386,8912,2023-01-19,Maintenance,122.17,Feel early suggest such also bill.
14387,8912,2023-01-17,Fine,110.54,Eat with they paper.
14388,11291,2023-08-05,Other,74.48,List smile agent.
14389,11291,2023-08-07,Fine,460.24,Within wonder better nation smile television.
14390,11291,2023-08-08,Other,329.89,Ground current miss strong with authority.
14391,7739,2024-03-16,Other,82.27,Teacher century discussion growth.
14392,11396,2023-06-02,Maintenance,388.97,Head seven direction popular determine of.
14393,5827,2024-05-20,Fuel,486.5,Blood east guy.
14394,5827,2024-05-16,Toll,361.09,Discover determine grow.
14395,5827,2024-05-20,Maintenance,405.74,Along cut team per.
14396,12975,2024-06-14,Fuel,408.24,Morning federal lead peace.
14397,12975,2024-06-16,Fine,92.17,Someone manage east impact price.
14398,7882,2023-05-11,Fuel,443.59,Who direction spend magazine expect west.
14399,14412,2024-08-26,Toll,78.11,Impact model whether bag fly degree.
14400,810,2023-01-20,Maintenance,414.94,Measure represent test under condition this.
14401,810,2023-01-16,Fine,127.99,Medical size maybe maintain realize.
14402,10997,2024-04-26,Fine,419.02,Recognize every international try another.
14403,10997,2024-04-28,Fuel,181.05,Structure fly mouth on.
14404,11193,2024-06-27,Fuel,108.73,Myself second reflect enter send.
14405,2651,2023-05-31,Fine,453.31,Become occur again office inside do.
14406,2651,2023-05-30,Maintenance,270.2,Spend fire sure improve small.
14407,2651,2023-05-29,Fine,61.54,Small rest country thought unit age.
14408,12127,2024-08-13,Maintenance,32.45,Thing simply meet later.
14409,12127,2024-08-16,Other,352.86,Vote seat themselves phone thus.
14410,12127,2024-08-13,Fuel,402.56,Lay Democrat discussion memory matter.
14411,12127,2024-08-13,Other,307.44,Technology way art series process news generation.
14412,14863,2023-02-09,Toll,491.62,Newspaper question spend hope decision.
14413,14863,2023-02-07,Fuel,113.84,Guy rest toward almost.
14414,11647,2023-06-08,Other,369.3,Candidate put already group.
14415,11647,2023-06-06,Fine,395.27,Movement law these.
14416,11647,2023-06-08,Maintenance,302.16,Not factor so reach smile.
14417,11647,2023-06-07,Fuel,93.97,Choose onto agent executive way.
14418,3191,2023-08-31,Toll,221.77,Fight get administration.
14419,3191,2023-09-02,Other,495.31,Or cut administration prepare away.
14420,3191,2023-09-01,Fuel,370.34,Sort system exist.
14421,3621,2024-09-26,Maintenance,124.38,Fall cell close.
14422,3621,2024-09-26,Toll,256.96,Worry player leg.
14423,3621,2024-09-22,Fine,217.16,Enough teach response well buy figure.
14424,3621,2024-09-25,Fuel,153.5,Tend vote seek.
14425,1703,2023-07-18,Fine,68.94,Understand result voice.
14426,1703,2023-07-18,Toll,171.26,Usually say dinner.
14427,1703,2023-07-15,Fuel,45.95,Successful unit feel partner.
14428,11729,2024-08-10,Maintenance,448.21,Theory community country car.
14429,11729,2024-08-10,Fine,239.46,Where play fast.
14430,11729,2024-08-11,Fine,306.56,Couple have along.
14431,8232,2024-12-17,Fine,83.54,Program life room pretty outside life.
14432,8232,2024-12-19,Other,127.54,Our treatment hit international follow.
14433,8232,2024-12-17,Fine,491.44,Little food season.
14434,3651,2024-12-26,Fuel,49.95,Event race live light.
14435,3651,2024-12-26,Maintenance,398.02,Agent such manager popular.
14436,3651,2024-12-25,Toll,120.86,During they interesting.
14437,14480,2024-01-07,Maintenance,477.64,Industry college doctor student tonight rock where.
14438,7667,2023-05-27,Fine,241.5,Hospital foot have girl hair.
14439,7667,2023-05-30,Other,280.49,Clearly special stage eye benefit.
14440,7667,2023-05-26,Maintenance,347.86,Performance statement month well smile.
14441,7667,2023-05-29,Fuel,422.41,Idea need drop call bar.
14442,14403,2024-04-26,Fine,74.42,Yard I door.
14443,8877,2023-11-18,Maintenance,205.86,Dark high left three put not.
14444,8877,2023-11-17,Fuel,235.29,Above security office yard key.
14445,8877,2023-11-14,Fuel,454.75,Happen trade they summer cut opportunity.
14446,8877,2023-11-14,Maintenance,492.06,Safe claim record play admit.
14447,12660,2024-08-30,Other,60.27,Drive learn hair power beat.
14448,12660,2024-08-26,Fine,486.45,Hit doctor every sort.
14449,12660,2024-08-27,Other,345.4,Series cultural side magazine decide let.
14450,3371,2023-08-23,Maintenance,23.64,Tree information well.
14451,14098,2024-04-28,Other,71.05,Hot after although sport herself.
14452,14098,2024-04-30,Maintenance,493.92,Necessary might gas spring.
14453,14098,2024-04-29,Maintenance,499.71,Which long role world.
14454,14098,2024-05-01,Toll,257.23,Dog certain compare some war.
14455,6292,2023-06-09,Fine,227.4,Piece stand pay build style.
14456,6292,2023-06-08,Other,21.75,Many central around left leave also.
14457,11013,2024-07-30,Toll,432.19,Sit she entire quite.
14458,11013,2024-07-30,Other,216.74,Idea on difference benefit.
14459,11013,2024-07-29,Toll,386.49,Democrat however particular political.
14460,10477,2023-01-11,Fine,76.53,Participant cold lose population dog central.
14461,10477,2023-01-09,Fuel,52.15,Style use its property.
14462,10477,2023-01-08,Fuel,251.41,My bar game.
14463,10477,2023-01-11,Fuel,410.54,Section window painting open law accept.
14464,9298,2024-04-01,Maintenance,151.87,Hand coach medical road environmental claim.
14465,9298,2024-03-31,Toll,66.77,Whose everyone environmental near.
14466,9298,2024-03-30,Fuel,493.55,Young design throughout.
14467,9298,2024-04-02,Maintenance,347.08,Price of throw month far wait.
14468,12860,2024-06-03,Maintenance,64.31,Today challenge rate case well.
14469,12860,2024-06-04,Maintenance,272.15,Computer or beautiful.
14470,12860,2024-06-06,Maintenance,401.87,Including strong meeting.
14471,10149,2024-12-17,Maintenance,85.89,Food deal team.
14472,10149,2024-12-17,Fuel,153.64,Fine party establish could only.
14473,10149,2024-12-15,Other,27.1,They size control arm half professional.
14474,13838,2024-04-26,Fine,384.97,Source southern character take process.
14475,13838,2024-04-26,Maintenance,420.82,Quite certain similar fact respond building.
14476,12065,2024-07-08,Maintenance,29.07,General resource bar star.
14477,8063,2024-04-24,Other,173.45,Make matter time available.
14478,8063,2024-04-22,Fuel,378.48,Later memory degree hair month.
14479,665,2023-10-28,Other,473.28,Address pretty member forget owner.
14480,665,2023-10-28,Toll,258.83,Everyone war hospital member cut.
14481,10338,2023-07-14,Maintenance,471.16,Set drop organization sign star even natural.
14482,10338,2023-07-12,Toll,187.88,Write must some help general challenge.
14483,8963,2023-06-24,Toll,296.68,His let fish.
14484,8963,2023-06-25,Other,332.42,Say during enter theory.
14485,13655,2024-12-08,Maintenance,191.37,Stage eat charge western from.
14486,1737,2023-08-12,Fine,492.93,Billion look president quality quality.
14487,5260,2023-12-14,Toll,66.82,Reflect lot less worker task read.
14488,3348,2023-01-26,Other,20.03,Blue career across safe arrive.
14489,3348,2023-01-26,Fuel,351.56,Dream quality spring yet concern.
14490,1569,2024-04-18,Toll,351.95,Former authority attention step education country.
14491,1569,2024-04-15,Fuel,258.82,Threat reveal woman various feel.
14492,1569,2024-04-18,Maintenance,189.3,Site once ahead.
14493,463,2023-11-30,Fuel,353.73,Morning and our air author six.
14494,744,2023-11-27,Other,279.65,Poor class threat.
14495,744,2023-11-25,Other,161.17,Arrive second picture reality.
14496,223,2023-07-08,Toll,134.98,System son growth build treatment establish.
14497,223,2023-07-04,Fuel,300.68,Ever pull contain site watch.
14498,223,2023-07-06,Toll,199.02,Only situation relate art hard soldier.
14499,12463,2024-05-09,Toll,453.14,You person down never fact same.
14500,3995,2023-01-02,Maintenance,361.91,Cover interest skin return.
14501,3995,2023-01-02,Toll,202.77,Ok candidate second eye economy.
14502,3995,2023-01-03,Other,85.0,Level water value lead.
14503,3995,2023-01-01,Other,248.09,Idea respond cut hard.
14504,1980,2024-05-31,Fine,270.69,Each there run order run magazine.
14505,1980,2024-05-31,Maintenance,476.35,Field system after positive.
14506,1980,2024-06-02,Toll,283.11,Information ten dark.
14507,1980,2024-05-31,Toll,90.05,Get down especially.
14508,7683,2023-11-10,Fine,65.97,Note consumer husband read four my.
14509,626,2024-02-12,Other,372.87,Reach stand also billion another.
14510,626,2024-02-15,Other,285.77,Form write purpose.
14511,10643,2024-08-12,Maintenance,389.6,Cost next my especially.
14512,10643,2024-08-12,Other,276.37,Until police daughter theory test successful.
14513,9774,2024-08-01,Other,346.44,Blood body not.
14514,9774,2024-07-29,Maintenance,363.27,Fast guess ball air seat.
14515,9774,2024-08-02,Toll,266.56,Example or security during today down.
14516,7203,2023-11-18,Toll,21.47,Mr total size.
14517,7203,2023-11-16,Other,67.39,Like their if support.
14518,11992,2023-05-06,Maintenance,189.88,Use white person produce out.
14519,345,2023-03-08,Maintenance,145.7,Near health consumer show put state.
14520,345,2023-03-07,Toll,282.61,Film onto represent.
14521,345,2023-03-09,Fuel,371.97,Prove charge happen.
14522,5495,2023-02-07,Fine,291.18,Close start pattern.
14523,5495,2023-02-04,Fuel,221.71,Shake sea middle.
14524,5495,2023-02-06,Fuel,362.58,Until community message same girl.
14525,5495,2023-02-04,Other,307.26,School my friend then.
14526,7946,2024-06-07,Other,143.06,Old environmental scene throughout window president.
14527,7946,2024-06-10,Other,212.76,American glass hot west year public.
14528,7946,2024-06-07,Other,288.08,Ground including bed condition personal.
14529,8773,2024-07-01,Maintenance,445.12,Yet seek note arrive.
14530,1005,2024-05-31,Fine,395.22,Age always community bed.
14531,4450,2024-01-18,Fine,291.61,Significant evidence very democratic.
14532,4450,2024-01-18,Toll,89.19,Prevent prepare phone.
14533,4450,2024-01-18,Other,424.91,Few must seven back great behavior.
14534,4450,2024-01-18,Fuel,51.85,Training art eye.
14535,2281,2024-03-29,Fine,43.76,Course analysis full pass.
14536,2281,2024-03-26,Other,232.9,Put daughter adult thus.
14537,457,2023-12-23,Toll,351.29,Type hold heart.
14538,457,2023-12-25,Fine,391.12,Music team international start second agreement.
14539,457,2023-12-21,Fine,71.14,Eight local seat room.
14540,12019,2024-06-26,Maintenance,72.35,View remember technology Congress against.
14541,12019,2024-06-23,Fuel,467.16,Catch behind television cultural.
14542,9210,2024-12-06,Other,306.92,No throw include attention vote.
14543,4336,2023-06-12,Maintenance,250.16,Pick money take community require off.
14544,4336,2023-06-15,Fuel,448.78,Painting night risk.
14545,4336,2023-06-15,Other,70.11,Form themselves wrong attorney item.
14546,4336,2023-06-11,Fine,103.89,Car group general.
14547,2622,2023-03-12,Other,399.39,Seat or its.
14548,2622,2023-03-11,Maintenance,65.24,Change discuss eight.
14549,10638,2023-01-14,Fuel,413.58,Tell direction military expert rather fill.
14550,6326,2023-08-29,Toll,391.35,Capital law record.
14551,6326,2023-08-29,Other,150.52,Candidate thousand employee mean word long.
14552,11328,2024-01-09,Fuel,217.81,Professional room go.
14553,11328,2024-01-10,Toll,78.46,Goal natural if source southern clear.
14554,5757,2023-12-18,Other,109.33,Between standard nation.
14555,5757,2023-12-17,Fine,453.35,Strong set site staff surface.
14556,5757,2023-12-20,Maintenance,397.62,Former law mention live.
14557,9684,2024-04-23,Fuel,414.45,Operation civil us together fact.
14558,14451,2024-01-12,Maintenance,180.61,Travel painting new small ball.
14559,14451,2024-01-11,Fine,35.82,Administration raise say blue.
14560,14451,2024-01-11,Fine,427.78,Loss writer call change.
14561,14451,2024-01-11,Toll,373.54,Land matter increase risk before instead.
14562,5115,2024-12-18,Toll,243.9,Happy force five small.
14563,5115,2024-12-17,Maintenance,354.85,His accept home air discuss.
14564,5115,2024-12-17,Maintenance,297.36,Center she remain.
14565,9545,2024-01-29,Fuel,326.41,Meet scene student star just break.
14566,5213,2024-09-24,Toll,65.74,Feel big shake piece seem then.
14567,5213,2024-09-23,Fine,21.75,Personal few present mean.
14568,12700,2023-10-01,Fuel,27.51,Modern team owner month.
14569,12700,2023-10-01,Fuel,417.72,Catch window live.
14570,12700,2023-10-04,Fuel,38.55,Keep energy body trade more arrive.
14571,12700,2023-09-30,Maintenance,51.44,Company hit place.
14572,1761,2023-07-12,Toll,244.13,Money culture phone window finally.
14573,843,2023-05-06,Other,200.79,Standard agent reduce.
14574,13179,2024-07-30,Other,80.86,Southern air economic answer.
14575,13179,2024-07-30,Maintenance,378.99,Example them country able including seven.
14576,13179,2024-07-31,Fuel,54.87,Professor meeting describe stay.
14577,13179,2024-07-31,Other,294.11,Phone word our without owner.
14578,12728,2024-04-09,Fine,245.69,We front carry.
14579,6493,2024-04-14,Fine,130.04,Large relationship type radio green expect.
14580,6493,2024-04-15,Fine,364.62,Keep about arrive something indeed.
14581,6493,2024-04-14,Toll,113.54,Require beat keep fish.
14582,5200,2023-12-15,Other,139.1,Provide school try his prepare modern.
14583,5200,2023-12-17,Maintenance,93.25,Already remain book.
14584,4804,2024-11-07,Fine,427.01,Character buy way in.
14585,4804,2024-11-09,Maintenance,468.46,Best best author mean memory special.
14586,4804,2024-11-10,Fine,191.94,Develop suggest collection wrong tax.
14587,2903,2024-09-19,Other,177.19,Role store all who factor nice.
14588,2903,2024-09-20,Maintenance,217.63,Stage hot recently.
14589,2903,2024-09-19,Fine,354.77,Final like dream nice.
14590,2903,2024-09-21,Other,375.7,Together feel chance.
14591,12524,2023-05-13,Fuel,393.48,Thousand new little mouth prove benefit.
14592,12524,2023-05-13,Maintenance,346.58,Threat southern rate sort.
14593,12524,2023-05-17,Fine,270.16,Plan agreement special day.
14594,12524,2023-05-14,Fuel,137.98,Economy into benefit moment space stop.
14595,5988,2024-04-09,Toll,39.33,Onto understand guess discuss but north.
14596,5988,2024-04-05,Fuel,456.01,Finally boy suggest back.
14597,5988,2024-04-05,Other,381.11,Purpose know growth lot tree.
14598,5988,2024-04-07,Toll,453.69,Coach identify more bed eight.
14599,14663,2024-06-12,Toll,316.65,Line hospital nature specific.
14600,14663,2024-06-12,Toll,358.46,The pattern structure.
14601,14663,2024-06-10,Toll,28.26,Anyone great billion couple.
14602,14663,2024-06-09,Toll,492.23,Kind state woman make college.
14603,12073,2024-03-18,Other,311.0,Less under appear local blue week.
14604,6166,2024-06-10,Fuel,338.16,By contain as reveal.
14605,6166,2024-06-08,Toll,262.59,Democratic thank wait.
14606,6166,2024-06-09,Fuel,475.52,Raise stock home.
14607,6166,2024-06-08,Fine,86.87,Her past five left dark film.
14608,8876,2023-12-26,Toll,301.7,Run stay responsibility nice pressure yard.
14609,8876,2023-12-26,Toll,269.27,Chance nature everything concern peace off.
14610,12436,2023-05-04,Maintenance,138.84,Type set hotel degree.
14611,12436,2023-05-02,Toll,427.38,Happy environmental sign every.
14612,8919,2024-02-22,Other,235.07,Another national stage especially body thus.
14613,8919,2024-02-23,Toll,121.95,Writer reduce media physical edge.
14614,13061,2024-03-11,Fine,443.13,Field practice future understand language by.
14615,13061,2024-03-10,Toll,476.67,Tv door must.
14616,13061,2024-03-08,Toll,219.94,Once candidate measure garden international.
14617,13061,2024-03-11,Fuel,284.83,Production Mr later stuff yes decade.
14618,3432,2024-08-11,Fine,479.18,Help person how full probably.
14619,3432,2024-08-13,Fuel,425.61,Develop mission respond major.
14620,3432,2024-08-11,Fine,180.78,Many and assume.
14621,14144,2024-07-10,Other,451.08,Price man range.
14622,14144,2024-07-09,Fuel,468.94,Baby top past my almost.
14623,14144,2024-07-07,Fuel,250.64,Important poor firm care month.
14624,9039,2023-12-13,Other,373.79,Without sister build appear want.
14625,9039,2023-12-13,Maintenance,221.5,Pattern cold price section relate page.
14626,14850,2023-12-17,Other,237.92,Reason space thus cost.
14627,14850,2023-12-17,Toll,389.08,Yet national term require.
14628,14850,2023-12-15,Toll,152.06,Machine more with power scientist laugh.
14629,14850,2023-12-17,Maintenance,397.05,Establish main himself level this.
14630,7796,2024-11-08,Fine,300.15,Meet mission choice issue.
14631,7796,2024-11-11,Other,89.79,Big yard million until person.
14632,8972,2024-11-06,Toll,399.92,About himself tough position benefit activity.
14633,8972,2024-11-02,Toll,214.76,Style section run task instead.
14634,14319,2023-12-17,Fine,475.62,North bring effect girl.
